#Clade_name	CSM-7CZ2F	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4A	CSM5FZ4C	CSM5FZ4E	CSM5FZ4G	CSM5FZ4K	CSM5LLGB	CSM5MCTZ	CSM5MCU4	CSM5MCU8	CSM5MCUA	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUS	CSM5MCUW	CSM5MCUY	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCWM	CSM5MCWS	CSM5MCXB	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5MCYI	CSM5MCYM	CSM5MCYO	CSM5MCYQ	CSM5MCYU	CSM5YRY7	CSM67U9H	CSM67U9P	CSM67U9R	CSM67U9T	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM67UEP	CSM67UET	CSM67UEW	CSM67UF1	CSM67UH3	CSM6J2H9	CSM79HG7	CSM79HGD	CSM79HGF	CSM79HGH	CSM79HGJ	CSM79HGL	CSM79HGN	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HLY	CSM79HM5	CSM79HM9	CSM79HNG	CSM79HNY	CSM79HPM	CSM79HPQ	CSM79HQR	CSM79HQT	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOMR	CSM7KOMV	CSM7KONS	CSM7KONW	CSM7KONY	CSM7KOQ5	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	CSM7KOU7	CSM7KOUJ	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5GEZ4	ESM5GEZ6	ESM5GEZA	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEAB	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEC7	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM5MEEJ	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD43	HSM5MD44	HSM5MD47	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6G	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRQE	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ1T	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7CZ2X	HSM7J4JT	HSM7J4JV	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	HSMA33P2	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHV	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIQ	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2N6	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79H9U	MSM79HBX	MSM79HCN	MSM79HD6	MSM79HD8	MSM79HF1	MSM9VZFJ	MSM9VZJF	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	MSM9VZN4	MSM9VZNV	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBS6	PSM6XBSC	PSM6XBSE	PSM6XBSG	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM6XBW1	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1C2	PSM7J1CK	PSM7J1CO	PSM7J1CS	PSMA2651
k__Bacteria|p__Cyanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16	0.35569	0	0	0	0	0	0	0	0	0	0	0	0.00359	0.01141	0.00881	0	0.01616	0.00694	0.0093	0	0.00075	0	0.02875	0.01323	0.28897	0.07494	0.04958	0.11561	0	0	0	0	0	0	0	0.00817	0.00369	0	0	0	0.00034	0	0	0.53441	0.00058	0	0	0	0.01244	0	0.0526	0	0.00171	0.18842	0.413	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05314	1.66092	0.73426	0.67599	0.36618	0	0.20116	0.04771	0	0	0.03659	0	0	0	0	0	0.00728	0.0176	0	0	0.00461	0	0	0.26478	0.052	0	0	0	0	0	0	0	0	0.4557	0	0.05839	0	0	0	0	0.08352	0	0.00228	0	0	0	0	0	0	0.05073	0	0	0	0.0049	0	0	0	0	0	0	0.07878	0.04107	0	0	0	0	0	0.01305	0	0	0	0	0	0.04564	0	0	0	0	0	0	0	0	0.94123	0.21258	0.1452	1.35275	0.15568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02231	0.12117	0	0	0	0	0	0	0	0	0	0.04338	0	0.17678	0	0.43423	0.14079	0.71794	0	0	0	0	0	0	0	0.65627	0.11058	0.12636	0.21417	0	0	0	0.00107	0	0.02183	0	0	0	0	0.48535	1.04656	0.15801	0	0.04076	0	0	0	0.09909	0	0.06155	0	0.00428	0	0	0	0.0764	0	0	0.03855	0	0	0	0	0	0	0	0	0	0	0.00237	0	0.00244	0	0	0	0	0	0	0.02385	0.00529	0	0.1438	0.0878	0.0485	0.09041	0.098	0	0.01272	0	0	0.02636	0.01392	0	0	0	0	0.00177	0	0.00046	0	0	0	0	0.00401	0	0.00054	0	0	0	0.00639	0	0.08839	0	0	0	0	0	0	0.37478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1745|t__GCF_000469445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19672	0.3329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81357	0	0	0	0	0	0	0	0	0	0	0	1.24137	0	0	0	2.62028	0	0	0	0	0	0	0	0	0	3.11528	0	0	0	0	0	0	0	0	0.32183	0	0	0	0.22688	1.14638	0	0.37837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08993	0.40288	0	0	0	0	0	0	0	0	0	0	0	0.32642
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_flavefaciens|t__Ruminococcus_flavefaciens_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis|t__Gardnerella_vaginalis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.06023	0	0	0	0	0	0	0.00469	0	0	0	0	0	0	0.00964	0.03366	0	0	0.01112	0	0	0.10314	0.00937	0.01113	0	0.02717	0	0	0.00347	0.06379	0.0014	0	0	0	0	0	0	0.00337	0	0.05398	0	0	0.33022	0	0.04658	0.06809	0.89352	0.48034	0.42862	1.08701	0	0.05584	0.03008	0	0	0	0	0	0.0527	0	0	0	0	1.18544	0.09275	1.18301	0.19816	0	0	0.01191	0	0.25015	0	0	0.17045	0.11288	0	0.02134	0	0.04029	0	0	0	0	0.00064	0.01757	0	0.24258	0.38089	0	0	0.01068	0	1.16248	1.3298	0	0	0	0.67821	0.24615	0	0	0	0	0.43585	0	0	0.00344	0	0	0.03111	0.56279	0.82294	0.20174	0	0.09366	0	0.13476	0.10523	0.0056	0	0.01343	0.38602	1.07852	1.27651	0.00268	0.01499	0.685	0.04719	0	0.07264	0.14848	0	0.00887	0	0.11388	0	0	0.00402	0.05881	0.77233	0.00372	16.87417	0	0.30703	0.02326	0.14476	0.29795	0.02187	0.02294	0.20155	0.5244	0.48939	0.00294	0.09696	0	0	0.45806	0	0.02629	0	0	0	0	0	0.02032	0.01871	0	0.35875	0.55058	1.99032	0	0	0	0	0	0	0.03114	0	0	0	0	0.00779	0	0.25024	0.02993	1.34881	0	0.04515	0	0	0.11717	0.07687	0	0.01758	0.01992	0.14837	0.20652	0.31033	0.05063	0	0.15451	0	0	0	0	0	0	0.43427	0.77305	0	0.34865	0	0.15561	0	0.11454	0	0	0	0.06462	0.0149	0	0.05169	0.00143	0	0.04325	0	0.19956	0.12418	0	0	0	0	0	0.0011	0.0008	0.26461	0	0.01314	0.20586	0	0	0	0	0	0	0	0	0	0	0.00073	0	0.0016	0.003	0	0.15482	0	0	0	0.00953	0	0	0	0.13345	0	0.01277	0	0.05209	2.52158	0.33803	0	0.25726	0	0	0	0.49127	0	0	0.69046	0.13451	0	1.43223	0	0	0	0	0	0.76101	0.09309	0	0.02098	0	0.01352	0	0	0.06732	0	0	0	0	0	0	0.87764	0	0.02385	0	0	0	0.07671	0.51608	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified	0	0.02837	0.00285	0	0.00921	0	0	0	0	0	0.00861	0	0.02088	0	0.07158	0.03442	0	0	0	0	0	0.00077	0	0	0.08948	0	0.01186	0	0	0	0	0	0	0	0	0	0	0	0.00979	0	0	0	0	0	0	0	0	0	0	0	0	0.01625	0	0	0	0	0	0	0	0	0.02024	0	0	0.05322	0	0	0	0	0	0	0	0.00886	0	0	0	0	0	0	0.05236	0	0	0	0.0237	0	0	0	0	0	0	0.07236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04787	0	0	0	0	0	0.02393	0	0	0.01578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01449	0	0	0	0	0	0	0	0	0	0	0	0.01935	0	0	0	0	0	0.01028	0	0	0	0	0.03035	0	0	0.09267	0	0	0	0	0	0	0.01132	0	0.02778	0	0	0.09527	0	0	0	0	0	0	0	0.0535	0	0	0	0	0	0	0	0	0	0	0	0	0.02417	0	0	0	0.03808	0	0	0	0.035	0	0	0.01809	0.01344	0	0	0	0	0	0	0.0327	0.10708	0	0	0	0	0.00574	0	0.00766	0	0	0	0	0.00742	0	0	0	0	0.01923	0.02818	0	0	0	0	0	0	0	0	0.00561	0	0	0	0	0	0	0	0.04346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01089	0	0	0	0	0	0	0	0	0	0	0.0537	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	0	0.39528	0	0	0	0.01439	0	0.00763	0	0.18367	1.20669	0	0	0	0.00801	0	0	0	0	0	0	0	0	0	0	0.2977	0.02524	0	0	0	0	0.05728	0.01431	0.3742	0	0	0	0	0	0	0	0	0.16584	0	0	0.0925	0	0.00229	0	0	0.75995	0	0.0182	0	0	0	0	0	0.4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13116	0.1096	0	0.23517	0	0.00301	0	0	0	0.02575	0.00575	0	0	0	0	0	0.0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85284	0	0	0	0.00629	0	0	0	0	4.22973	0	0	0	0.48504	0	0	0	0.0818	0	0	0.00347	0	0	0	0.0075	0	0.3114	0	0	0.03184	0.0786	0	0	0.11603	0.12068	0	0	0	0	0	0	0	0.45182	5.33925	0	0	0	0	0	0	0	0	0.0225	0.33926	0	0.17367	0.01733	0	0	0	0	0	0	0	0	0	0	0.01276	0	0.00383	0.02919	0	0.15367	0.8873	0	0.01201	0	0	0	0	0	18.96626	0	9.48845	0	0.01135	0	0	0	0	0.00283	0	0.01201	0	0	0	0.08207	0	0.04857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01294	0	0	0.3535	0	0	0.00478	1.04373	0.08118	0.05004	0.04534	0	0.17198	0	0	0	0	0	0	0	0	0	0	0.00943	0	0.00548	0.01584	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20803	0	0	0.04084	0	0	0	0	0.00176	0	0	0	0	0.00279	0	0	0	0.01443	0	0	0	0	0	0	0	0	0	0	0	0	0.00564	0	0	0.06552	0	0	0	0	0.00469	0.03256	0.00191	0	0	0	0.01369	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0	0	0.02525	0	0.01625	0	0	0.00238	0	0	0.00284	0	0	0	0	0.06432	0.68108	0	0.22638	0	0.00088	0.03476	0.06858	0.11581	0	0.0027	0.00174	0	0	0	0	0.00596	0.00483	0	0.02689	0	0	0.00588	0.00149	0	0	0	0.27589	0	0	0	0.27184	0.18601	0.42395	0.54374	0	0	0	0	0	0	0	0.32834	0	0	0.08366	0	0.00398	1.52847	0.21664	0.60374	1.0925	0	0.01688	0.04336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00578	0	0	0.26064	0	0	0	0	0.87626	1.52641	0	0.00061	0	0.26586	0.10662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02939	0.00619	0.00555	0	0	0	0	0	0.03468	0	0	0.03309	0	0	0.0087	0.0025	0	0	0.0107	0	0	0	0	0.41244	0	0.05819	0	0.01356	0.0281	0.01904	0.01293	0	0	0	0	0.00271	0	0.00816	0	0	0.03107	0	0.00766	0	0.06625	0.09507	0	0	0.05032	0	0	0.06091	0.00138	0.02085	0.00155	0	0.06202	0.25637	0	0	0.00794	0	0	0	0.02987	0	0.0385	0	0	0	0	0.02769	0	0	0.11748	0	0	0.00215	0	0	0	0.00896	0.05388	0.01071	0.00947	0	0.00791	0	0	0	0.00058	0	0	0.0289	0.02911	0	0	0.05712	0.49044	0	0	0	0	0.00177	0	0.05556	0.02845	0.01838	0.00407	0	0	0.87987	0	0	0	0	0	0.01894	0.00063	0.00253	0.18365	1.8889	0.06167	0	0	0	0	0.00075	0	0.00212	0	0.03662	0	0.00035	0	0	0.00123	0	0.00252	0	0	0	0.04698	0.10079	0	0	0.11687	0	0.00474	0	0.1448	0.37426	0.20746	0	0.02898	0	0	0.0042	0.00975	0	0.08205	0	0	0.00298	0.02822	0.01074	0	0	0	0	0.09831	0	0.00665	0	0.01054	0.06111	0	0.00589	0.07421	0.09324	0.01	0.01112	0	0.01318	0	0	0.01902	0	0.00793	0	0	0	0	0	0	0.09997	0	0	0.01986
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__GCA_000146045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus|s__Klebsiella_phage_KP36|t__PRJNA183428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.61087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_ratti|t__GCF_000315505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07188	0.24146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
