#Clade_name	CSM5FZ3T	CSM5FZ46	CSM5FZ4C	CSM5FZ4G	CSM5FZ4K	CSM5FZ4O	CSM5LLGB	CSM5MCTZ	CSM5MCU4	CSM5MCU6	CSM5MCU8	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUU	CSM5MCUW	CSM5MCUY	CSM5MCV1	CSM5MCV3	CSM5MCVJ	CSM5MCVV	CSM5MCWI	CSM5MCWM	CSM6J2H9	ESM5GEYU	ESM5GEYW	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEBA	ESM5MEBP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM5MEEB	ESM5MEEJ	ESM5MEET	HSM5FZBP	HSM5FZBQ	HSM5FZBU	HSM5FZC2	HSM5MD47	HSM5MD4A	HSM5MD4B	HSM5MD4S	HSM5MD4U	HSM5MD51	HSM5MD57	HSM5MD59	HSM5MD5K	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8N	HSM5MD8P	HSM5MEE5	MSM5FZ9X	MSM5LLD8	MSM5LLFG	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLGD	MSM5LLGH	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHM	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHV	MSM5LLHX	MSM5LLI6	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLIK	MSM5LLIQ	MSM5LLIS	MSM5ZOJY
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	0	0	0	0.00723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96491	0	0	0	0	0	0	0	0	0	0	0.70165	0	0	0	0	0	0	0	0	0	0	0	0.24847	0	0	0	0	0	0	0	0	0	0	0.11812	0.90025	0	0	0	0	0	0	1.05289	0	0	0	0	0	0.02394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Tobacco_ringspot_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Eremothecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15021	0	0	0	0	0.02893	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0	0	0	0	0	0	0	0.00012	0	0	0	0	0	0.0152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14978	0	0	0	0.00961	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus|s__Peru_tomato_mosaic_virus	0	0	0	0.00414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0	0	0	0	0.05373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02402	0	0	0	0	0	0	0.01988	0	0	0	0	0	0	0	0	0	0	0.01359	0	0	0	0	0	0	0	0	0	0	0.01109	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0.00437	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Endornaviridae|g__Endornavirus|s__Bell_pepper_endornavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA|t__GCF_000209425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA|t__GCF_000218425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02596	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Umbravirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	59.50903	0.43416	0	0	0.24967	0.01116	0	0.06178	1.61433	0	0.55203	0.001	15.58812	4.07655	0	0.4559	0.07549	0.28343	0.03459	40.69546	6.7732	0	0.11408	0.14409	0.01765	0	21.38688	0.00452	1.82209	76.45378	53.27969	0.05385	0.1026	0.10402	10.61645	0	1.24041	47.00628	0.17716	0	0.10521	0	18.04708	0	0.11799	0.12492	0.59829	0.00103	0	1.05838	2.59901	0	0.12593	23.61951	0.04445	0.42684	0	0.02108	0.2768	11.71186	30.46018	23.68376	0	1.03473	11.11807	0.0795	0	0	0	0.08682	0	5.94078	0.03796	3.01886	0.05648	0.17124	0.18878	0.08935	0.01376	1.34632	0.41482	0.2716	30.13433	0.07833	4.18458	6.95239	0.37164	18.4861	8.94579	0	0.87768	28.77333	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum|t__Clostridium_symbiosum_unclassified	0	0	0	0	0.00429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01901	0	0	0	0	0	0.54205	0	0	0	0.00315	0	0	0	0	0	0.54088	0	0	0	0.01712	0	0	0	0	0	0.71642	0	0	0	0	1.42308	0.60479	0	0	0	0	0	0	0	0	0	0	5.52743	0.05327	0	0.00167	0	0	0	0	0.45649	0	0	0	0	0	0	0	0	0.3995	0	0	0	0.00418	0.07664	0	0	0	0	0	0	0.00775
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified	0	0.01023	0.10058	0	0.00667	0	0.00088	0.00129	0	0	0	0	0	0	0	0.22573	0	0	0	0	0.11292	0	0	0.0767	0.07452	0	0.17066	0.00124	0	0	0.16714	0	0.07311	0.00474	0	0	0	0.10911	0.00239	0	0.28722	0.03641	0.11479	0	0.01305	0	0	0	0	0	0	0	0.27869	0	0.01834	0	0	0	0	0	0	0	0	0	0	0.03687	0	0	0	0	0	0	0	0	0.2248	0	0.13995	0	0	0	0	0	0.65728	0	0.04475	0	0.08496	0	0.0682	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0	0	0	0.00118	0	0	0.0041	0.00061	0	0	0	0	0	0.15657	0	0	0.29477	0	0	0	0.08295	0	0	0	0	0	0	0	0	0	0	0.03436	0	0	0	0	0	0	0.00552	0	0.10983	0.01066	0	0	0	0	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12023	0	0.09619	0.0509	0.01374	0	0.04682	0	0.02002	0	0	0	0	0	0	0	0	0	0.54949	0.10319	0	0.05134	0	0	0.23987	0.01469	0	0	0	0.06711
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4768	0	0	0	0	0	0	0.50067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae|g__Potexvirus|s__Pepino_mosaic_virus|t__PRJNA15125	0	0	0	0	0	4.01199	0	0.02768	0	0	0	0	0	0.8919	0	21.71087	0	0	0	0	0	0	0	0	49.35004	0	0	0	0	0	0	6.49371	0	0	0	0	2.31065	0	0	0	0	0	0	0	0	0	0	1.73259	0	29.83766	0	0	0	0	0	0	0	0	0	0	60.19261	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__GCF_000169035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0.64685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15135	0	0.21662	0	0	0	0	0	0	0	0	0	0.00492	0	0	0	0	0	0.13026	0.01371	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0	0	0	0	0	0	0	0.02482	0	0	0	0.03798	0.31106	0.37156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.74797	0	0	0	0	0.22442	0	0	0	0	0	0	0	0	0	0	0	0.04929	0.16618	0	1.44086	1.04576	0	0	0	0	0	0	0	0	2.71778	0.3853	0.03459	0	0	0.06481	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39038	0	0	0	0	0	0	0.25096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01212	0	0	0	0	0	0	0	0	0.04481	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae	0	0	0	0	0	0	0	0.00605	0	0	0	0	0	0.57144	0	0	0	0	0	0	0	0	0	0	0	13.94857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.82177	0	0	0	0	0	0	0	0	0	0	0	0	1.10542	0	0	0	0	0	0	0	0	0	0	0	0	0.06828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0.23734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00989	0	0	0	0	0	0	0	0	0	0	0	0.10184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42519	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0	12.13013	2.84085	0.08856	0.55327	0.42578	0.07718	0.02314	50.37694	1.1201	0.26572	0.01606	2.93186	2.28563	0.78908	2.6179	22.71501	2.19673	0.5162	0	32.06353	15.13889	8.75591	0	1.39085	0.19062	5.18955	0.06961	11.26954	0.4334	14.29416	10.70638	7.14034	0.35082	0	0.70966	0	12.43806	2.60339	15.40561	19.43897	6.36366	18.87314	0.28065	4.95392	0.37038	2.46856	0.06722	0	1.24953	2.13799	0	0	1.40102	0.78196	16.99735	0.18219	2.63294	20.79222	6.77178	0	8.92438	36.26438	2.32302	8.07088	5.95729	2.74318	0.4807	6.7999	1.48286	0	0.3071	0.00754	1.01692	1.28048	5.18483	9.02723	2.74341	0.01935	2.83406	0	40.56406	3.85854	0.47756	12.5711	0.46864	4.70437	2.6458	4.09149	0.80196	2.4445	3.16427	0.00121
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14796	0	0	0.09094	0	0	0	0	0	0	0	0	0	0	0	0.1526	0	0.05459	0	0	0	0	0	0	0	0	0	0	0.01775	0.03083	0	0	0	0.83293	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0	0	0	0.00038	0.18743	0	0.00072	0	0	0	0.00288	0	0	0.05709	0	0	0.44446	0	0	0	2.22516	0.80755	0	0	0	0	0	0	0	0	0	0.01436	0	0	0	0	0	0.11778	0.09183	0.1076	0.00428	0	0	0	1.36766	0.00167	0.07292	0.06426	0	0	0	0	0	0	0	0.00637	0	0	0.03549	0	0	0.17588	0	0	0	0	0.0062	0	0	0.62735	1.7498	0.3195	0.00031	0.0309	0	0.14494	0	0.02187	0.00812	0	0	0.45679	0.00894	0	0.04123	0.00127	0	0.26105	0.02456	0	0	0.15636	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	0	0	0	0.00723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85656	0	2.79693	0.03255	0	0	0	0.15648	0	0	0	0	0.02787	0.70165	0	0	0	0	0.08922	0	0	0	0	0	0	0.36067	0.40463	0	0	0	0	0	0.40582	0.03035	0	0	0.11812	0.90025	0	0	0	0.04907	0	0	1.05289	0	0	0	0	0	0.12099	2.48933	0	0	0	0	0	0	0	0.0054	0	0	0	0	0.6797	0	0.13771	0	0	0	0	0	0	0.00507
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	0	0.01023	0.10366	0	0.00667	0	0.0029	0.00129	0.05074	0	0	0	0	0.54411	0	0.22573	0	0	0	0	0.96725	0	1.40282	3.47275	0.11847	0	0.17066	0.00124	0	0	0.39249	4.89237	0.07311	0.00474	0	0	0.39952	0.76569	0.06901	1.03776	1.05012	0.03641	0.11479	0	0.01305	0	1.50754	0	0	0	0	24.61775	0.56592	2.50492	0.01961	0	0	0	3.86791	0.03658	0	0.6072	0	12.65434	2.67366	0.03687	0.71956	19.00092	20.53928	2.73092	36.57533	0.72933	0.00242	0.06619	0.23232	0	0.35322	0.26025	0	0	1.59831	3.43539	0.67265	0	0.04475	0	1.08758	1.42519	0.0682	0	0	4.25118	0.09556
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0	0	0	0.0033	0.15537	0.4701	0	0.00033	0.78688	0.05885	0.18174	0	0	0	0	0	0.46036	0	0.15689	0	0	0	0.43317	0	0	0.02603	0	0	0	0	0	0.02153	0	0.08589	0	0	0	0	0.22357	0	0.03981	0.0275	0	0	0.1664	0.00266	1.76608	0.00017	0	0	0	0	0	3.41457	0.04822	0	0	0.08267	0.14539	0	0	0	0	0	0	0.31741	0	0	0	0	0	0.70087	0	0	0.09982	0	1.37086	0.4951	0.0233	0	0	0	0.85525	1.38161	0.20499	0.54265	1.10302	0.06454	0.09776	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__GCA_000146045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00818	0	0	0	0	0.12691	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13325	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__GCF_000226135	0	0	0	0	0	0.74677	0	3e-05	0	0	0	0	0	0	0	0.49668	0	0	0	0	0	0	0	0	0.05717	0	0	0	0	0	0	0.71509	0	0	0	0	0	0	0.28085	0.62456	0.37646	0.46398	0	0	0	0	0	0	0	0	0	0	0	0	0.2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00518	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum	0	0	0	0	0.00429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01901	0	0	0	0	0	0.54205	0	0	0	0.00315	0	0	0	0	0	0.54088	0	0	0	0.01712	0	0	0	0	0	0.71642	0	0	0	0	1.42308	0.60479	0	0	0	0	0	0	0	0	0	0	5.52743	0.05327	0	0.00167	0	0	0	0	0.45649	0	0	0	0	0	0	0	0	0.3995	0	0	0	0.00418	0.07664	0	0	0	0	0	0	0.00775
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Trichovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa|t__Pseudomonas_aeruginosa_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_hominis	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Naumovozyma|s__Naumovozyma_unclassified	0	0	0.01961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02744	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00363	0	0	0	0	0	0	0	0	0	0	0.0614	0	0	0	0	0	0	0	0	0	0.09174	0.17626	0	0	0	0	0.00628	0	0	0	0	0.03469	0	0	0	0	0.35024	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae	0	35.31313	73.78409	98.23064	56.25603	66.17122	99.81998	99.25796	11.36471	8.24926	40.89269	99.42599	0	65.56088	26.35395	40.27966	3.06261	0	0	0	10.26247	0	0	95.4641	34.1141	82.44447	59.83702	98.67541	0.9943	16.17607	27.60976	0	79.90159	11.02719	0.74027	0	90.81227	9.62149	0.93403	8.3637	3.03723	24.35842	3.71679	98.98093	0	0.11414	0	97.03751	34.13407	14.2082	14.26813	0	0	1.71094	90.56573	66.17314	0	84.13282	3.1781	0	0	0	40.03617	0	8.8327	10.55743	15.22955	61.59332	10.08949	0	0.80494	86.59101	0.00099	3.85346	0	0	1.56476	17.11222	0.05083	56.85508	15.44355	44.50694	0	11.86207	3.08367	45.27779	25.2195	0.47179	61.5616	73.30448	5.50551	2.59719	99.12652
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0.13417	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0	0	0.00462	0.12528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08159	0.02173	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32526	0	0	0.04629	0.29383	0	0	0.14589	0.01307
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Totiviridae|g__Totivirus|s__Saccharomyces_cerevisiae_virus_L_A	0	0	0	0	0	0	0	0	0	0	0	0.00695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Narnaviridae|g__Narnavirus|s__Saccharomyces_20S_RNA_narnavirus|t__PRJNA14841	0	9.02601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4078	0	0	0	0	0	0	0	0	0.50942	0	0	0	0	0	0	12.16291	0	14.16124	0	0	0	0	37.27163	0	0	0	0	0	0	0	0	0	7.39192	0	0	0	0	0	0	0	0	0	0	0	1.48436	0	0	5.48042	0	0	0	0	0	0	0	0.05369	0	0	0.92066	0	0	0	0	2.64774	0	0	0	0	0.122	0	0	0	0	0	0
