#Clade_name	CSM5FZ3T	CSM5FZ46	CSM5FZ4C	CSM5FZ4G	CSM5FZ4K	CSM5FZ4O	CSM5LLGB	CSM5MCTZ	CSM5MCU4	CSM5MCU6	CSM5MCU8	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUU	CSM5MCUW	CSM5MCUY	CSM5MCV1	CSM5MCV3	CSM5MCVJ	CSM5MCVV	CSM5MCWI	CSM5MCWM	CSM6J2H9	ESM5GEYU	ESM5GEYW	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEBA	ESM5MEBP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM5MEEB	ESM5MEEJ	ESM5MEET	HSM5FZBP	HSM5FZBQ	HSM5FZBU	HSM5FZC2	HSM5MD47	HSM5MD4A	HSM5MD4B	HSM5MD4S	HSM5MD4U	HSM5MD51	HSM5MD57	HSM5MD59	HSM5MD5K	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8N	HSM5MD8P	HSM5MEE5	MSM5FZ9X	MSM5LLD8	MSM5LLFG	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLGD	MSM5LLGH	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHM	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHV	MSM5LLHX	MSM5LLI6	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLIK	MSM5LLIQ	MSM5LLIS	MSM5ZOJY
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	0.05592	0	0	0	0.00429	0	0	6e-05	0.0924	0.10833	0	0	0	0	0	0	0	0	0	0	0.01901	0	0.45974	0	0	0	1.08226	0.00027	0	0	0.00315	0.285	0	0	0.01605	0	0.54312	0	0.03838	0.0599	0.1428	0.07535	0.00279	0	0.02303	0.21135	1.29364	0	0	0	0	6.64695	4.80399	0	0	0	0	0	0	0.04921	0	0	0	8.13896	0.45256	0	0.38234	0	0	0	0	0.45649	0	0	0	0.26367	0	0	0	0	0.48516	0	0	0	0.01884	0.07664	0	0	0	0	0	0	0.01855
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0	0	0	0	0.07525	0	0	9e-05	0.04503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05537	0	0	0	0	0	0.00363	0.06264	0.39595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00479	0.02767	0.0025	0	0	0	0	0	0	0	0.01378	0	0	0	0	0	0
k__Viroids|p__Viroids_noname|c__Viroids_noname|o__Viroids_noname|f__Avsunviroidae|g__Pelamoviroid|s__Peach_latent_mosaic_viroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Narnaviridae|g__Narnavirus|s__Saccharomyces_20S_RNA_narnavirus	0	9.02601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4078	0	0	0	0	0	0	0	0	0.50942	0	0	0	0	0	0	12.16291	0	14.16124	0	0	0	0	37.27163	0	0	0	0	0	0	0	0	0	7.39192	0	0	0	0	0	0	0	0	0	0	0	1.48436	0	0	5.48042	0	0	0	0	0	0	0	0.05369	0	0	0.92066	0	0	0	0	2.64774	0	0	0	0	0.122	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_laneus|t__GCF_000243215	0	0	0	0	0	0	0	0	0	0	0	0.01702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41003	0.1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0	1.91818	0.45807	0.00723	0.14052	0.24995	0	0	0.65172	0	0	0.01493	0	0.11661	1.95589	2.65787	0.1409	1.60999	0	4.88304	0	2.79693	0.27845	0	0.21409	0	1.62886	0.01256	0	6.53812	0.20876	0.14779	2.64038	0.6546	0.13623	40.24135	0	0.56	1.35939	2.52081	0.02718	0.18026	0.10054	0	0.66195	0.97755	0.09993	0.00289	65.86593	0.29075	8.7522	1.41258	0.03035	0	0	0.11812	39.70476	0	1.24308	0.39038	1.36566	0	3.51504	1.05289	0.16475	1.5663	0.30538	0	0	0.4135	2.48933	0	0.00083	0	0.40928	1.07889	0.6056	0.03377	0.0054	0	0.42961	0.09153	0.29302	1.11628	0.35276	0.13771	0	0.24544	0	0.1733	0	0.20124	0.02329
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__GCF_000469345	0	0	0	0	0.01185	0	0	0	0	0	0	0	0	0.0435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00947	0	0	0	0	0	0	0.03818	0.02702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069	0	0	0	0	0.00356	0	0	0	0	0	0	0	0	0	0.03425	0	0	0	0	0
k__Viroids|p__Viroids_noname|c__Viroids_noname|o__Viroids_noname|f__Avsunviroidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0	0	0	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73555	0	0	3.39605	0	0	0	0	0	0	0.22536	4.22258	0	0	0	0	0.39952	0	0	0	0.64591	0	0	0	0	0	1.50754	0	0	0	0	24.61775	0.2369	0	0.00048	0	0	0	2.5214	0.03658	0	0.0976	0	12.65434	1.93467	0	0.43106	19.00092	18.54456	2.43317	36.57533	0.72933	0.00242	0	0.00753	0	0.13991	0.13148	0	0	1.5929	3.01298	0	0	0	0	0.63541	0	0	0	0	2.67183	0.09556
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5368	0	0.41785	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00639	0	0	0	0	0	0	0.03388	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__GCF_000154465	0	9.21963	0	0.36229	1.86192	2.08118	0	0.03717	6.17431	0	0	0.0162	0	0.37344	0	2.29426	13.73378	0	6.96462	0	0	0	0	0	0.76958	0.39155	0	0.08079	1.78919	0	0	1.11164	0	0	0	0	0	0	0	0	0	0	0	0	1.44788	1.00714	14.25995	0.06434	0	3.86515	0.0239	0	0	1.48068	0.72798	0	0.35858	0	0	0	0	0.01348	0	0	0	10.57987	0	0	0	0	0	0	0	0	0.47565	1.86559	2.22612	2.68413	0.05929	1.84313	0	0	3.70551	0	6.94242	2.50808	5.42814	5.35602	6.64227	1.53148	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme|t__GCF_000156655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02383	0	0	0	0	0	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04399	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii|t__GCF_000154445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14041	0	0	0	0	0.00424	0	0	0	0	0	0	0.09703	0	0.0085	0	0.13762	0	0	0.01485	0	0.00321	0.02008	0	0	0	0	0	0	0	0	0	0.07929	0	0	0	0	0	0	0	0.01121	0	0	1.12818	0	0.09441	0	0	0	0	0.22354	0	2e-05	0	0	0	0	0	0	0	0.1901	0	0	0	0	0	0	0	0	0	0	0	0.00022
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0	9.45059	0	0.37131	1.87601	2.90184	0	0.04002	8.68568	1.84279	0.87697	0.01991	1.56692	0.37344	4.22594	4.12605	13.91269	10.29514	6.96462	0	0	0	0.68175	0	1.48107	0.39155	0	0.08256	7.755	0	0	4.26214	0.14377	2.05171	0	0	0	0	0.00807	0	0	0	0	0	1.54367	1.10621	15.11192	0.06579	0	3.87993	0.12543	0	0	3.59876	0.76152	1.40581	2.00924	0.59651	5.12442	0	0	0.7185	0	0	0	10.57987	0	0	0	0.04011	0	0	0	0.13744	3.02558	1.86559	4.82769	4.4145	0.06822	1.84313	0	0	3.72412	16.98117	7.00886	2.61445	23.16613	5.42553	6.73585	1.53148	0	0.52226	0.0055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0	2.60295	0	0.04127	0.03491	0	0.00486	0.00299	0.54808	0	0	0	0	1.43858	0	0	1.96864	0	0.04502	1.69928	9.20455	0	0.12871	0	0.01403	0	1.04287	0.0417	0	0	2.52128	12.34565	0	0.05585	0.2025	0	0	19.46799	9.31371	2.50325	0.52304	0.01762	0	0	3.25288	0.2952	0	0.00373	0	1.16148	0.30661	0	0.40773	0	0	0	0	0.00396	1.11816	0	0.11857	0.14848	0	1.06553	0	0.09232	0.00921	0	0	0.16333	0.02173	0.0647	0.00146	0.21768	0	0.05459	0	0.05738	0	0	0	0.81781	0.07543	0	2.64207	0.10208	0.02971	1.33927	1.41721	0.10016	0	2.81611	0.0555
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0.64685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15135	0	0.21662	0	0	0	0	0	0	0	0	0	0.00492	0	0	0	0	0	0.13026	0.01371	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus|s__Bean_common_mosaic_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA|t__GCF_000209445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062	0	0	0	0.01334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae|g__Tobamovirus|s__Tomato_mosaic_virus|t__PRJNA14926	0	0	2.00693	0	0	0	0	99.12612	0	8.24926	1.29431	0	0	0.10218	0	0	0	0	0	0	0	0	0	16.35441	0	2.55435	2.64263	98.67541	0	16.17607	1.43726	0	6.39551	0	0	0	36.69124	0	0	6.74928	1.57723	6.24391	0	98.98093	0	0.11414	0	0	0	0	0	0	0	1.14358	0	0.46471	0	0.52458	0	0	0	0	26.08987	0	7.60886	0	0	0	0	0	0.80494	0	0.00099	3.85346	0	0	0	0	0.05083	0	0.26889	0.30077	0	0	0	0	0	0.32261	0	0	0	0	96.2389
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Endornaviridae|g__Endornavirus	2.03044	0	1.1469	0	0	0	0	0	0.18732	0	0	0	0	0	0	0	0	0	0	0.07852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04814	0	0	0.58029	0	0	0	0	0	0	0	0.33427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72114	0	0	0	0	0	0.04704	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5368	0	0.41785	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00639	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8|t__GCF_000311925	0	0	0	0	0	0	0	0	0.00896	0	0	3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42655	0	0	0	0.19522	0	0	0	0	0	0	0	0.00408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01171	0.09731	0	0.3136	0	0	0	0.04255	0.162	0.09573	0.72146	0.02121	0.05298	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	0	2.60295	0	0.04127	0.03491	0	0.00486	0.00299	0.54808	0	0	0	0	1.43858	0	0	1.96864	0	0.04502	1.69928	9.20455	0	0.12871	0	0.01403	0	1.04287	0.0417	0	0	2.52128	12.34565	0	0.05585	0.2025	0	0	19.46799	9.31371	2.50325	0.52304	0.01762	0	0	3.25288	0.2952	0	0.00373	0	1.16148	0.30661	0	0.40773	0	0	0	0	0.00396	1.11816	0	0.11857	0.14848	0	1.06553	0	0.09232	0.00921	0	0	0.16333	0.02173	0.0647	0.00146	0.21768	0	0.05459	0	0.05738	0	0	0	0.81781	0.07543	0	2.64207	0.10208	0.02971	1.33927	1.41721	0.10016	0	2.81611	0.0555
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69849	0	0.00025	0	0	0	0	0	0	0	0	0.24443	0	0	0.00229	0	0	0	0	0	0	0	0
k__Archaea	0	0	0	0	0	0	0	0	0	0	0	0	2.41807	0	0	0.05569	0	0	0	0	0	0	0	0	0	0	0	0.00642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18573	0	0	0	0	0	0	0	0	0	0	0	0.06507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0	0	0	0	0.02734	0	0	0	0	0	0	0	0	0	0	0	0.00123	0	0	4.87487	0	10.07913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01494	0.00758	0	0	0	0	0.01359	0.477	0	0	0	0	0	0.57793	0.00306	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02696	0.05792	0.44177	0	5.87905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0944	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02559	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified	0	0.07045	0	0.00258	0.28082	0.07094	0	0	0	1.44388	0.11115	0.00488	0	0	0	0.02829	0.19509	0	0.22445	0	0	0	0.97357	0	0	0	0	0	0	0	0	0.13773	0	0.51362	0	0	0	0	0.13518	0.45559	0.08034	0.22918	0	0	0.25515	0.30203	0.86583	0	0	0.1883	0	0	0	0.86106	0.0606	0	0	0	0.14483	1.19643	0	0.07685	0	0.01277	1.52178	0	0	0	0	0	0	0	0.00011	0	0.48205	0.63716	0.26258	0.11382	0.00166	0	0	0	0	0	0.6143	0.45898	0.4249	0.01355	0	0	0	0.00135	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Tombusviridae|g__Carmovirus	11.38497	0	0	0	3.25351	10.55013	0	0.00983	0	0	11.89077	0	0	0	0	0	0	0	0	0	0	22.10309	0.86716	0	1.40126	0	0	0	0	0	0	0.17087	0	0	75.47867	19.70916	0	0	0.78716	0	0	0	0	0	1.01415	0	1.12121	0	0	0	8.88496	0	9.16941	0	0	0	0	0	0	0	1.29868	0	0	3.78884	0	3.46703	0	9.21215	25.77511	0	0	0	99.8447	77.09507	0	0	0	2.40877	97.42361	0	76.63412	0	0	2.56589	5.01359	0	0	0	0	0	0	2.06979	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__GCF_000154065	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.00447	0	0	1.03216	0	0	0	0	0	0	0	0	0	0	0	0.04936	0	0	0	0	0	0	0.0232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00857	0.09208	0	0	0	0	0.01053	0.00722	0.60647	0	0	0	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09964	0	0	0.33953	0.00944	0
k__Viroids|p__Viroids_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	0	0	0	0.07222	0	0	0	0	0	0	0	0	2.19642	0	0	0	6.9219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00597	0	0	0	0	0	0	0	0	0	0	0.01165	0	0	0.26629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13624	0	0	0.75221	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius|t__GCF_000187895	0	0	0	0	0	0	0	0.04977	0	0	0	0	0	0.04178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0	2.79276	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA	0	0	0	0	0	0	0	0	0	0	0.25812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger|t__GCF_000156375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0	0	0	0	0.00243	0	0	0	0.83991	0	0.07501	0	0	0	0	0	0	0	0	0	0	0	0.07533	0	0.01765	0	0	0	0	0	0	0.05385	0	0	0	0	0	0.01091	0	0	0	0	0	0	0	0.01371	0.20234	0	0	0	0	0	0	0	0.00277	0.01018	0	0	0.18927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167	0	0.14016	0.04956	0	0	0	0	0	0	0	0	0.31306	0	0	0	0	0	0
